job_title,company,jobtype,region,working_Exp,edu_level,salary,salary_asist,salary_h,salary_l,salary_a
【土城】資料科學家,雲智匯科技服務股份有限公司,其他電子零組件相關業,新北市,5年以上,大學,"月薪60,000元以上",60000以上,60000.0,60000.0,60000.0
資料工程師 Data Engineer,永慶房產集團_永慶房屋仲介股份有限公司,不動產經營業,台北市,3年以上,專科,"月薪40,000~65,000元",40000~65000,65000.0,40000.0,52500.0
Senior Business analysis(保險系統需求),加林軟體科技有限公司,電腦軟體服務業,台北市,8年以上,大學,"月薪40,000~120,000元",40000~120000,120000.0,40000.0,80000.0
5L新光人壽-資料科學分析師 (數位),新光金融控股股份有限公司(新光金控/新光人壽/新光銀行/新光投信),金融控股業,台北市,3年以上,大學,"月薪36,000~50,000元",36000~50000,50000.0,36000.0,43000.0
系統分析師(沙鹿院區),光田醫療社團法人光田綜合醫院,醫院,台中市,3年以上,大學,"月薪42,000~56,000元",42000~56000,56000.0,42000.0,49000.0
★網路廣告投放策劃(高雄),唯樂生物科技股份有限公司,綜合商品批發代理業,高雄市,1年以上,專科,"月薪28,000~50,000元",28000~50000,50000.0,28000.0,39000.0
【國際事業中心】產品營運人員(泰文),網銀國際股份有限公司,電腦軟體服務業,台中市,1年以上,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
通路行銷企劃主管,新高橋藥妝_聯橋健康事業股份有限公司,藥品／化妝品及清潔用品零售業,高雄市,3年以上,專科,"月薪40,000~65,000元",40000~65000,65000.0,40000.0,52500.0
聯播廣告優化專員（數據行銷部）,艾璽媒體有限公司,廣告行銷公關業,台北市,1年以上,專科,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
資料庫管理師,富邦人壽保險股份有限公司(總公司),人身保險業,台北市,2年以上,大學,"月薪35,000元以上",35000以上,35000.0,35000.0,35000.0
資料工程師 Data Engineer（請直接至 Hahow 官網投遞履歷）,思哈股份有限公司,電腦軟體服務業,台北市,3年以上,大學,"年薪980,000元以上",980000以上,81666.66666666667,81666.66666666667,81666.66666666667
研發替代役-程式設計師,(總公司)南山人壽保險股份有限公司,人身保險業,台北市,經歷不拘,碩士,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
【總公司】保健商品業務專員,傑昇通信_傑升通信股份有限公司,電信相關業,新北市,2年以上,高中,"月薪32,000~35,000元",32000~35000,35000.0,32000.0,33500.0
數據工程師 (仁義廠),群浤科技股份有限公司,其他電子零組件相關業,新竹縣,1年以上,大學,"月薪33,000~45,000元",33000~45000,45000.0,33000.0,39000.0
Business Analyst | CBU_04_04,伊雲谷數位科技股份有限公司,網際網路相關業,新北市,經歷不拘,大學,"月薪28,000~33,000元",28000~33000,33000.0,28000.0,30500.0
數據工程人員(數商處數據營運組),台北世界貿易中心股份有限公司,會議展覽服務業,台北市,2年以上,大學,"月薪41,709~75,748元",41709~75748,75748.0,41709.0,58728.5
SA2111-成本管理師,星銘有限公司,其他電子零組件相關業,台北市,1年以上,大學,"月薪28,000元以上",28000以上,28000.0,28000.0,28000.0
資訊系統部軟體設計/程式設計人員 (C#、ASP.NET、WEB ),統一綜合證券股份有限公司,證券及期貨業,台北市,3年以上,大學,"月薪35,000~45,000元",35000~45000,45000.0,35000.0,40000.0
助理研究員,思多葛市場研究股份有限公司,工商顧問服務業,台北市,經歷不拘,碩士,"月薪34,000~38,000元",34000~38000,38000.0,34000.0,36000.0
資料工程師,臺灣中小企業銀行股份有限公司,銀行業,台北市,2年以上,大學,"月薪33,000~67,000元",33000~67000,67000.0,33000.0,50000.0
DC03  網發部/客戶服務課-資料監看人員,智冠科技股份有限公司,網際網路相關業,台北市,經歷不拘,專科,"月薪27,000~35,000元",27000~35000,35000.0,27000.0,31000.0
Business Analyst (BA) 軟體商業分析師,酷奇鐵克有限公司,數位內容產業,台北市,4年以上,專科,"月薪40,000元以上",40000以上,40000.0,40000.0,40000.0
【數據發展部】數據企畫 ( 數據產品與服務應用 ),聯合報股份有限公司,其他出版業,新北市,3年以上,大學,"月薪38,000~48,000元",38000~48000,48000.0,38000.0,43000.0
網頁系統全端工程師,凡谷興業有限公司,其它軟體及網路相關業,台中市,經歷不拘,大學,"月薪32,000~60,000元",32000~60000,60000.0,32000.0,46000.0
實體通路行銷主管 【高雄】,新高橋生技股份有限公司,百貨相關業,高雄市,3年以上,專科,"月薪30,000~60,000元",30000~60000,60000.0,30000.0,45000.0
研發替代役-程式設計/系統工程師(SAP),(總公司)南山人壽保險股份有限公司,人身保險業,台北市,經歷不拘,碩士,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
[Server]MES系統架構工程師(桃園),Inventec_英業達股份有限公司,電腦及其週邊設備製造業,桃園市,1年以上,專科,"月薪35,000元以上",35000以上,35000.0,35000.0,35000.0
【AI】iPEBG Machine Learning 工程師,鴻海精密工業股份有限公司,消費性電子產品製造業,新北市,3年以上,碩士,"月薪60,000元以上",60000以上,60000.0,60000.0,60000.0
資料庫程式設計,文境資科股份有限公司,專門設計相關業,台北市,2年以上,大學,"月薪40,000元以上",40000以上,40000.0,40000.0,40000.0
區塊鏈系統開發工程師,鑒真數位有限公司,其它軟體及網路相關業,台北市,2年以上,專科,"月薪50,000~70,000元",50000~70000,70000.0,50000.0,60000.0
後端系統工程師,凡谷興業有限公司,其它軟體及網路相關業,台中市,2年以上,大學,"月薪32,000~60,000元",32000~60000,60000.0,32000.0,46000.0
數據平台工程師,聯強國際集團_群環科技股份有限公司,電腦系統整合服務業,台北市,1年以上,大學,"月薪30,000~70,000元",30000~70000,70000.0,30000.0,50000.0
行銷部_數據管理師,日正食品工業股份有限公司,食用油品及榖製品製造業,新北市,2年以上,專科,"月薪32,000~40,000元",32000~40000,40000.0,32000.0,36000.0
【IT二組】Node.JS工程師,翼勝專利商標事務所,工商顧問服務業,台北市,1年以上,大學,"月薪60,000~100,000元",60000~100000,100000.0,60000.0,80000.0
1年短期專案研究員,思多葛市場研究股份有限公司,工商顧問服務業,台北市,2年以上,大學,"月薪33,000~35,000元",33000~35000,35000.0,33000.0,34000.0
