job_title,company,jobtype,region,working_Exp,edu_level,salary,salary_asist,salary_h,salary_l,salary_a
數據分析師,大數據股份有限公司                    ,其它軟體及網路相關業,台北市中山區,經歷不拘,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
數據分析人員,(總公司)南山人壽保險股份有限公司                    ,人身保險業,台北市信義區,1年以上,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師,薇客有限公司                    ,工商顧問服務業,台北市中山區,2年以上,專科,"月薪50,000元以上",50000以上,50000.0,50000.0,50000.0
數據分析師,倍特系統整合有限公司                    ,電腦系統整合服務業,新北市新莊區,2年以上,專科,"月薪40,000~60,000元",40000~60000,60000.0,40000.0,50000.0
數據分析師,台北神策諮詢顧問有限公司                    ,電子通訊／電腦週邊批發業,台北市中山區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師 Data Analyst,果實夥伴股份有限公司                    ,網際網路相關業,台北市內湖區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
C111102-數據分析師,旺矽科技股份有限公司                    ,半導體製造業,新竹縣竹北市,經歷不拘,大學,"月薪28,000~60,000元",28000~60000,60000.0,28000.0,44000.0
icash數據分析專員,愛金卡股份有限公司                    ,其他金融及輔助業,台北市內湖區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師.,永慶房產集團_永慶房屋仲介股份有限公司                    ,不動產經營業,台北市大安區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
大數據分析專員,(總公司)南山人壽保險股份有限公司                    ,人身保險業,台北市信義區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師 - PhotoGrid,樂欣國際股份有限公司                    ,電腦軟體服務業,台北市中正區,2年以上,大學,"月薪50,000~60,000元",50000~60000,60000.0,50000.0,55000.0
數據分析師 D31,永慶房產集團_永慶房屋仲介股份有限公司                    ,不動產經營業,台北市大安區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
Business Analyst / 數據分析師,瑞嘉軟體科技股份有限公司                    ,電腦軟體服務業,台北市內湖區,1年以上,大學,"月薪42,000~83,740元",42000~83740,83740.0,42000.0,62870.0
數據分析師 H31,永慶房產集團_永慶房屋仲介股份有限公司                    ,不動產經營業,台北市大安區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師 B31,永慶房產集團_永慶房屋仲介股份有限公司                    ,不動產經營業,台北市大安區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師 E31,永慶房產集團_永慶房屋仲介股份有限公司                    ,不動產經營業,台北市大安區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析專案經(副)理主任/專員,(總公司)南山人壽保險股份有限公司                    ,人身保險業,台北市信義區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師 G31,永慶房產集團_永慶房屋仲介股份有限公司                    ,不動產經營業,台北市大安區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師 C31,永慶房產集團_永慶房屋仲介股份有限公司                    ,不動產經營業,台北市大安區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
運動數據分析 影像處理工程師 image recognition ,球據智能運動數據分析有限公司                    ,電腦軟體服務業,新北市中和區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師,中佑資訊有限公司,網際網路相關業,台中市西屯區,經歷不拘,大學,"月薪35,000~45,000元",35000~45000,45000.0,35000.0,40000.0
數據分析師,弈樂科技股份有限公司,網際網路相關業,台中市西屯區,經歷不拘,碩士,"月薪32,000~60,000元",32000~60000,60000.0,32000.0,46000.0
數據分析師,英屬維京群島商嘉碼科技有限公司台灣分公司,電腦系統整合服務業,台中市西屯區,1年以上,大學,"月薪40,000~60,000元",40000~60000,60000.0,40000.0,50000.0
數據分析師,Royce Tech Ltd,電腦軟體服務業,義大利,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
實習生(研究生)_數據分析專員,析數智匯股份有限公司,電腦軟體服務業,台北市內湖區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
學生實習 運動數據分析 影像處理工程師 Machine Learning,球據智能運動數據分析有限公司,電腦軟體服務業,新北市中和區,經歷不拘,大學,時薪180元以上,180以上,28800.0,28800.0,28800.0
數據分析師,台灣翔登股份有限公司,電力機械器材製造修配業,苗栗縣銅鑼鄉,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師(視訊面談),DIGITIMES INC._大椽股份有限公司,工商顧問服務業,台北市松山區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師,立炘數位行銷有限公司,廣告行銷公關業,台北市中山區,2年以上,大學,"月薪36,000~45,000元",36000~45000,45000.0,36000.0,40500.0
數據分析師,全盈支付金融科技股份有限公司,其他金融及輔助業,台北市中山區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
資訊科技處 - 大數據分析師,翰成數位科技股份有限公司,網際網路相關業,台北市內湖區,2年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析人員(總公司),玉山綜合證券股份有限公司,證券及期貨業,台北市松山區,1年以上,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
數據分析人員,神腦國際子公司_神揚保險代理人股份有限公司,產物保險業,新北市新店區,1年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
營運數據分析理級主管-數據處,OB嚴選_橘熊科技股份有限公司,網際網路相關業,台北市南港區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師 F31,永慶房產集團_永慶房屋仲介股份有限公司,不動產經營業,台北市大安區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
元件製程及數據分析工程師,錼創顯示科技股份有限公司,半導體製造業,苗栗縣竹南鎮,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
行銷數據分析師,EZTABLE_三二三網路科技股份有限公司,網際網路相關業,台北市信義區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師,鑫邦科技股份有限公司,其它軟體及網路相關業,台北市中山區,1年以上,專科,"月薪50,000~70,000元",50000~70000,70000.0,50000.0,60000.0
【行政】人力資源數據分析師,國泰世華商業銀行股份有限公司_人力資源部,銀行業,台北市信義區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
大數據分析人員,華南產物保險股份有限公司,產物保險業,台北市信義區,經歷不拘,大學,"月薪30,000~39,000元",30000~39000,39000.0,30000.0,34500.0
D429 數據分析師(可遠端工作),台灣大哥大股份有限公司,電信相關業,台北市信義區,3年以上,學歷不拘,"月薪31,000~53,000元",31000~53000,53000.0,31000.0,42000.0
科技金融_商業數據分析師(BA),中國信託商業銀行股份有限公司,銀行業,台北市南港區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
AI數據分析工程師,科智企業股份有限公司,電腦軟體服務業,台北市中山區,3年以上,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析工程師,錼創顯示科技股份有限公司,半導體製造業,苗栗縣竹南鎮,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析專員,和泰興業股份有限公司(DAIKIN大金空調總代理),其他商品批發業,台北市內湖區,4年以上,大學,"月薪35,000~58,000元",35000~58000,58000.0,35000.0,46500.0
遊戲數據分析師,傳奇網路遊戲股份有限公司,網際網路相關業,台北市信義區,經歷不拘,高中,"月薪40,000~60,000元",40000~60000,60000.0,40000.0,50000.0
營運數據分析師,全曜財經資訊股份有限公司,電腦軟體服務業,新北市板橋區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析專員(管理中心-內湖),中嘉數位股份有限公司,網際網路相關業,台北市內湖區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析企劃,社團法人台灣之心愛護動物協會,其他組織,台中市清水區,經歷不拘,大學,"月薪29,000元以上",29000以上,29000.0,29000.0,29000.0
數據分析實習生(Data Analytics Engineer  Intern)-長期實習生,衛利生物科技股份有限公司,電腦軟體服務業,新北市新店區,經歷不拘,大學,時薪168~250元,168~250,40000.0,26880.0,33440.0
營運數據分析與機器學習顧問-高雄所,勤業眾信聯合會計師事務所,會計服務業,高雄市前鎮區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析人員,中國信託綜合證券股份有限公司,證券及期貨業,台北市南港區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師 Data Analyst,TVBS_聯利媒體股份有限公司,電視業,台北市內湖區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【台北】數據分析師/Data Analyst,康耐德股份有限公司,專門設計相關業,台北市松山區,經歷不拘,大學,"月薪32,000~60,000元",32000~60000,60000.0,32000.0,46000.0
金融(數位)風險管理諮詢/數據分析顧問,勤業眾信聯合會計師事務所,會計服務業,台北市信義區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析企劃師,日月光半導體製造股份有限公司中壢分公司,半導體製造業,桃園市中壢區,1年以上,大學,"月薪35,000~80,000元",35000~80000,80000.0,35000.0,57500.0
節目製播部－影音數據分析,東森新媒體控股股份有限公司,網際網路相關業,台北市南港區,5年以上,大學,"月薪45,000~75,000元",45000~75000,75000.0,45000.0,60000.0
【資訊】大數據分析人員,群益金鼎證券股份有限公司,證券及期貨業,台北市松山區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
行銷數據分析實習生【明基BenQ雲端創新中心】,明基電通股份有限公司,消費性電子產品製造業,台北市內湖區,經歷不拘,大學,時薪168元,168,26880.0,26880.0,26880.0
風控數據分析師,比特數字科技有限公司,網際網路相關業,台北市南港區,2年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
資深數據分析師 - PhotoGrid,樂欣國際股份有限公司,電腦軟體服務業,台北市中正區,3年以上,大學,"月薪60,000~80,000元",60000~80000,80000.0,60000.0,70000.0
LN -【知名銀行】商業數據分析師 Data/Business Analyst,新加坡商立可人事顧問有限公司台灣分公司,人力仲介代徵,台北市南港區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師 - Data Analyst,塶樂微創有限公司,電腦軟體服務業,台中市西屯區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
品牌數據分析師,先聲數位服務有限公司,數位內容產業,台北市大安區,經歷不拘,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析實習生(Data Analytics Engineer  Intern) _中部研發中心(虎尾),衛利生物科技股份有限公司,電腦軟體服務業,雲林縣虎尾鎮,經歷不拘,大學,時薪168~250元,168~250,40000.0,26880.0,33440.0
AI大數據分析師/主管,網際威信股份有限公司,網際網路相關業,台北市內湖區,1年以上,大學,"年薪500,000~1,300,000元",500000~1300000,108333.33333333333,41666.666666666664,75000.0
高雄 - 數據分析人員,米倫斯國際股份有限公司,鐘錶／眼鏡零售業,高雄市苓雅區,2年以上,專科,"月薪30,000~50,000元",30000~50000,50000.0,30000.0,40000.0
Data Scientist 資料科學家_數據分析師 | CBU_06_01,伊雲谷數位科技股份有限公司,網際網路相關業,新北市三重區,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
用戶數據分析實習生,地方煮夫_偷吃肉餐飲店有限公司,餐館業,台北市大安區,經歷不拘,大學,時薪200~300元,200~300,48000.0,32000.0,40000.0
電子商務數據分析師,和盟電子商務股份有限公司,網際網路相關業,台北市中山區,2年以上,大學,"月薪30,000~50,000元",30000~50000,50000.0,30000.0,40000.0
網站數據分析師,邦尼利得國際實業股份有限公司,首飾及貴金屬批發業,高雄市三民區,1年以上,專科,"月薪30,000~37,000元",30000~37000,37000.0,30000.0,33500.0
數據分析與洞察服務-數據分析資深顧問,勤業眾信聯合會計師事務所,會計服務業,台北市信義區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
〔金控〕數據分析師,台新金控_台新國際商業銀行股份有限公司,銀行業,台北市大安區,3年以上,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析工程師 D2,朝駿科技有限公司,網際網路相關業,台中市西屯區,1年以上,專科,"月薪50,000~65,000元",50000~65000,65000.0,50000.0,57500.0
商業數據分析師 Business Intelligence Analyst,曙客股份有限公司,其它軟體及網路相關業,台北市松山區,3年以上,大學,"年薪630,000~840,000元",630000~840000,70000.0,52500.0,61250.0
Senior Data Analyst 數據分析師,比特數字科技有限公司,網際網路相關業,台北市南港區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
FF-數據分析顧問,財團法人中衛發展中心,工商顧問服務業,台北市中正區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【QuickseeK】輿情數據分析師,影響力數據顧問股份有限公司,廣告行銷公關業,台北市松山區,經歷不拘,大學,"月薪30,000~45,000元",30000~45000,45000.0,30000.0,37500.0
數據分析工程師(SD),日月光半導體製造股份有限公司中壢分公司,半導體製造業,桃園市中壢區,經歷不拘,大學,"月薪35,000~80,000元",35000~80000,80000.0,35000.0,57500.0
數據分析建模 諮詢顧問,香港商凱渤維思有限公司台灣分公司,電腦軟體服務業,台北市中正區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
HIPO疾行軍招募計畫-數據分析師(可遠端工作),台灣大哥大股份有限公司,電信相關業,台北市信義區,2年以上,學歷不拘,待遇面議,40000~60000,40000.0,40000.0,40000.0
設備數據分析工程師,勝麗國際股份有限公司,半導體製造業,新竹縣竹北市,經歷不拘,大學,"月薪32,000~40,000元",32000~40000,40000.0,32000.0,36000.0
行銷數據分析師 Marketing Data Analysts,以沛有限公司,廣告行銷公關業,台北市松山區,3年以上,大學,"月薪38,000~55,000元",38000~55000,55000.0,38000.0,46500.0
(院本部)網路數據分析實驗室_專案研究人員（台北）,財團法人國家實驗研究院,政府／民意機關,台北市大安區,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
CRM資深數據分析專員,京站實業股份有限公司,百貨相關業,台北市大同區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
(院本部)網路數據分析實驗室_專案工程人員（台南）,財團法人國家實驗研究院,政府／民意機關,台南市歸仁區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
"數據分析專業人員 Data Analyst - 行銷科技小組（數數發中心, DDT）",國泰金控_國泰金融控股股份有限公司,金融控股業,台北市信義區,2年以上,大學,"月薪30,000~90,000元",30000~90000,90000.0,30000.0,60000.0
數據分析暨總務專員,立吉診所,診所,新北市土城區,經歷不拘,大學,"月薪33,000~50,000元",33000~50000,50000.0,33000.0,41500.0
行銷數據分析師 Marketing Data Analyst [TW],酷遊天股份有限公司,旅遊服務業,台北市內湖區,2年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
Google Analytics 資深數據分析師,英屬開曼群島商雲數位智能行銷有限公司台灣分公司,廣告行銷公關業,台北市信義區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師 Data Analyst／Data Scientist,構思網路科技有限公司,網際網路相關業,台北市大安區,2年以上,大學,"月薪50,000~70,000元",50000~70000,70000.0,50000.0,60000.0
明基虹韻-數據分析人員,虹韻國際貿易股份有限公司,其他醫療保健服務業,台北市中正區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師 Data Analyst,悍創運動行銷股份有限公司,運動服務業,新竹縣竹北市,經歷不拘,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
數據處 數據分析師,聯新國際醫院(原名稱:壢新醫院),醫院,桃園市平鎮區,經歷不拘,大學,"月薪38,000~41,000元",38000~41000,41000.0,38000.0,39500.0
大數據分析實習生(長期),大數據股份有限公司,其它軟體及網路相關業,台北市中山區,經歷不拘,大學,時薪168元,168,26880.0,26880.0,26880.0
數據分析師,億光電子工業股份有限公司,光電產業,新北市樹林區,2年以上,大學,"月薪37,000元以上",37000以上,37000.0,37000.0,37000.0
【健康事業部】數據分析師,聯合報股份有限公司,其他出版業,新北市汐止區,2年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析專員(總管理處),裕隆集團總管理處_裕隆經管企業股份有限公司,工商顧問服務業,新北市新店區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
集團 商業數據分析師 Business Analyst,捷安特 YouBike_巨大機械工業股份有限公司,自行車及其零件製造業,台中市西屯區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
客戶暨系統數據分析專員,豐卉有限公司,綜合商品批發代理業,台北市信義區,經歷不拘,專科,"月薪35,000~38,000元",35000~38000,38000.0,35000.0,36500.0
2022暑期數據分析實習生計畫,街口電子支付股份有限公司,網際網路相關業,台北市松山區,經歷不拘,大學,"月薪25,250元",25250,25250.0,25250.0,25250.0
行銷數據分析師 (Pi 拍錢包),PChome Online_網路家庭國際資訊(股)公司,網際網路相關業,台北市大安區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
營運數據分析工程師【備宿舍】,岱妮蠶絲股份有限公司,鞋類／布類／服飾品零售業,新北市三重區,2年以上,學歷不拘,"月薪35,000~60,000元",35000~60000,60000.0,35000.0,47500.0
數據分析師_2606,遊戲橘子數位科技股份有限公司,其它軟體及網路相關業,台北市內湖區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
臨床數據分析師,中山醫學大學附設醫院,醫院,台中市南區,經歷不拘,大學,"月薪34,000元以上",34000以上,34000.0,34000.0,34000.0
數據分析顧問(B216),精誠資訊股份有限公司,電腦系統整合服務業,台北市內湖區,3年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
16A-T-0017數據分析應用開發工程師,瑞儀光電股份有限公司,光電產業,高雄市前鎮區,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析工程師/主管(台中后里),GIS-KY(6456)業成集團_英特盛科技股份有限公司,光電產業,台中市后里區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【總公司-資訊部】Data Analyst數據分析師,軒饌廚坊股份有限公司,餐館業,台北市內湖區,4年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
Product Data Analyst 產品數據分析師,17LIVE_英屬維京群島商藝啟股份有限公司臺灣分公司,網際網路相關業,台北市中正區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
暑期實習_數據分析實習生(台中),華邦電子股份有限公司,IC設計相關業,台中市大雅區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
BI 遊戲數據分析工程師(Data Scientist),慧邦科技股份有限公司,網際網路相關業,台北市中正區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
科技金融_數據分析及業務規劃人員,中國信託商業銀行股份有限公司,銀行業,台北市南港區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
商業數據分析師 - 數據科技,國泰世紀產物保險股份有限公司,產物保險業,台北市大安區,3年以上,大學,"月薪41,000元以上",41000以上,41000.0,41000.0,41000.0
Google數據分析 / 網頁工程師 (新竹區),癮房市整合行銷有限公司,多媒體相關業,新竹縣竹北市,經歷不拘,專科,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
數位轉型專員-數據分析師,全台物流股份有限公司,儲配／運輸物流業,新北市林口區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
.數據分析師(台北總公司),崇越科技股份有限公司,其他半導體相關業,台北市內湖區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
(高階)數據分析師 Data Analyst／Data Scientist,構思網路科技有限公司,網際網路相關業,台北市大安區,5年以上,大學,"年薪1,300,000~1,500,000元",1300000~1500000,125000.0,108333.33333333333,116666.66666666666
數位行銷處-Data Analyst數據分析專員,財團法人台灣世界展望會,社會福利服務業,台北市文山區,1年以上,大學,"月薪34,000元以上",34000以上,34000.0,34000.0,34000.0
大數據分析工程師 Big Data Engineer,帝濶智慧科技股份有限公司,電腦軟體服務業,台北市內湖區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師（Pi拍錢包）,PChome Online_網路家庭國際資訊(股)公司,網際網路相關業,台北市大安區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【資訊部】數據分析工程師,台灣知識庫股份有限公司,數位內容產業,台北市中正區,1年以上,大學,"月薪40,000元",40000,40000.0,40000.0,40000.0
NSR14 品質數據分析工程師,新普科技股份有限公司,電池製造業,新竹縣湖口鄉,3年以上,大學,"月薪37,000~47,000元",37000~47000,47000.0,37000.0,42000.0
行銷數據分析師【戰略推進部】,"大江生醫股份有限公司(TCI CO., Ltd)",生化科技研發業,台北市內湖區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
《平鎮》數據分析工程師,新光合成纖維股份有限公司,人造纖維製造業,桃園市平鎮區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
資訊部 數據分析工程師(總公司),公勝保險經紀人股份有限公司,人身保險業,高雄市左營區,2年以上,大學,"月薪30,000元以上",30000以上,30000.0,30000.0,30000.0
資訊類-BI大數據分析主管,威剛科技股份有限公司,電腦及其週邊設備製造業,新北市中和區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
《天下雜誌群》數據分析師,天下雜誌股份有限公司,雜誌／期刊出版業,台北市中山區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
BI開發與數據分析師- 兼職,德昂資訊股份有限公司,電腦軟體服務業,高雄市三民區,2年以上,大學,"日薪2,000~5,000元",2000~5000,100000.0,40000.0,70000.0
遠東新世紀/數位整合中心/大數據分析師,遠東新世紀股份有限公司,紡織成衣業,新北市板橋區,經歷不拘,大學,"月薪38,000元以上",38000以上,38000.0,38000.0,38000.0
I3911 大數據分析師,遠傳電信股份有限公司,電信相關業,台北市內湖區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【數據發展部】助理數據分析師,聯合報股份有限公司,其他出版業,新北市汐止區,1年以上,大學,"月薪34,000~45,000元",34000~45000,45000.0,34000.0,39500.0
RD20414 影像辨識與數據分析工程師(智慧製造),華碩電腦股份有限公司,電腦及其週邊設備製造業,台北市北投區,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析工程師,凡谷興業有限公司,其它軟體及網路相關業,台中市西屯區,1年以上,大學,"月薪32,000~60,000元",32000~60000,60000.0,32000.0,46000.0
【IT】商業智慧(BI)數據分析師【林口】,神達電腦股份有限公司,電腦及其週邊設備製造業,桃園市龜山區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
行政專員（具數據分析或初會能力加分）,社團法人台灣環境資訊協會,政府／民意機關,台北市文山區,2年以上,學歷不拘,"月薪30,000~35,000元",30000~35000,35000.0,30000.0,32500.0
數據分析師【今周刊─數位內容部】,今周刊_今周文化事業股份有限公司,雜誌／期刊出版業,台北市中山區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
總公司：數據分析專案經理 (Global Mall),環球購物中心股份有限公司,百貨相關業,新北市板橋區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師,思偉達創新科技股份有限公司,其它軟體及網路相關業,台北市大安區,經歷不拘,專科,"月薪40,000~80,000元",40000~80000,80000.0,40000.0,60000.0
數位廣告投放專員(數據分析),樂璞股份有限公司,鞋類／布類／服飾品零售業,台北市松山區,3年以上,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
Google Analytics(GA)  數據分析師(AM),英屬開曼群島商雲數位智能行銷有限公司台灣分公司,廣告行銷公關業,台北市信義區,3年以上,專科,"月薪35,000~45,000元",35000~45000,45000.0,35000.0,40000.0
顧客數據分析(資深專員/主任)(內湖),中嘉數位股份有限公司,網際網路相關業,台北市內湖區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
[HARU含春] 數位廣告行銷暨數據分析-品牌部,春霖國際股份有限公司,醫療器材製造業,台北市中山區,2年以上,專科,"月薪30,000~45,000元",30000~45000,45000.0,30000.0,37500.0
微風精品線上_電商平台CRM /數據分析/ MAR TECH運用  資深行銷數據分析師,微風廣場實業股份有限公司,百貨相關業,台北市松山區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據應用分析師Data Analytics and Applications(數據分析部),國泰綜合證券股份有限公司,證券及期貨業,台北市大安區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【PropTech數位人才招募】數據科學家/數據分析師,信義房屋股份有限公司,不動產經營業,台北市信義區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
(台北)（高雄）BI開發與數據分析工程師,德昂資訊股份有限公司,電腦軟體服務業,台北市松山區,經歷不拘,大學,"年薪500,000~800,000元",500000~800000,66666.66666666667,41666.666666666664,54166.66666666667
【數據發展部】數據分析師-分析、演算,聯合報股份有限公司,其他出版業,新北市汐止區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數位金融部-數位客群經營暨數據分析人員,台中商業銀行股份有限公司,銀行業,台中市西區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【工程研發】數據分析工程師(Bumping SD),日月光半導體製造股份有限公司中壢分公司,半導體製造業,桃園市中壢區,經歷不拘,大學,"月薪35,000~80,000元",35000~80000,80000.0,35000.0,57500.0
數據分析科主管(凱基銀行),中華開發金融控股股份有限公司(凱基證券)(凱基銀行),金融控股業,台北市松山區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據師、大數據分析師(臺北市信義區),鼎漢國際工程顧問股份有限公司,其他專業／科學及技術業,台北市信義區,經歷不拘,大學,"月薪30,000~50,000元",30000~50000,50000.0,30000.0,40000.0
Vitabox 維他盒子｜整合行銷/數據分析暨專案專員【品牌電商】,全力專注國際股份有限公司,食品什貨批發業,新北市中和區,1年以上,專科,"月薪42,000~70,000元",42000~70000,70000.0,42000.0,56000.0
C.顧問類-商業數據分析經理,資誠創新諮詢有限公司,電腦軟體服務業,台北市信義區,6年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析師(數據應用部),永豐金證券股份有限公司,證券及期貨業,台北市中正區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
網路行銷企劃（數據分析&廣告投放）,法蘭克肉舖子_統賀冷凍食品有限公司,其他食品製造業,新北市三重區,2年以上,專科,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
【營運企劃】財富管理商業數據分析師,國泰世華商業銀行股份有限公司_人力資源部,銀行業,台北市信義區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【台北市】網路輿情大數據分析人員,趨勢民意調查股份有限公司,工商顧問服務業,台北市信義區,經歷不拘,大學,"月薪30,000~40,000元",30000~40000,40000.0,30000.0,35000.0
Google Analytics 數據分析師 (GA Analyst),圖靈數位股份有限公司,其它軟體及網路相關業,台北市中正區,經歷不拘,大學,"月薪36,000~70,000元",36000~70000,70000.0,36000.0,53000.0
"【數位數據】商業數據分析師(數數發中心, DDT)",國泰世華商業銀行股份有限公司_人力資源部,銀行業,台北市信義區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
數據分析研究員-國際數位商業研究所(數據組),財團法人商業發展研究院,職業團體,台北市大安區,3年以上,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
