job_title,company,jobtype,region,working_Exp,edu_level,salary,salary_asist,salary_h,salary_l,salary_a
門市儲備主管-新竹地區,21風味館_二十一世紀生活事業股份有限公司,其他餐飲業,新竹市,2年以上,專科,"月薪32,000~41,000元",32000~41000,41000.0,32000.0,36500.0
數位IC設計工程師 (Physical Design CAD) (享自我推薦獎金!最高15萬!),DIGWISE_崛智科技有限公司,電腦軟體服務業,新竹縣竹北市,3年以上,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
SQE 供應商品質工程師,鑫元鴻實業股份有限公司,汽車及其零件製造業,台中市神岡區,4年以上,專科,"月薪43,000~45,000元",43000~45000,45000.0,43000.0,44000.0
光學工程師/技術副理/技術經理(新竹),倍利科技股份有限公司,電腦系統整合服務業,新竹市,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
電商數位行銷專員,中華電信關係企業_神腦國際企業股份有限公司,電子通訊／電腦週邊零售業,新北市新店區,1年以上,大學,"月薪30,000~35,000元",30000~35000,35000.0,30000.0,32500.0
【企業流程再造BPR】專案管理師,華新麗華股份有限公司,其他機械製造修配業,台北市信義區,經歷不拘,大學,"月薪33,000元以上",33000以上,33000.0,33000.0,33000.0
智慧製造系統工程師ATC-iST(111年研發替代役),迅得機械股份有限公司,電力機械器材製造修配業,桃園市中壢區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
門市儲備主管-桃園地區,21風味館_二十一世紀生活事業股份有限公司,其他餐飲業,桃園市桃園區,2年以上,專科,"月薪32,000~41,000元",32000~41000,41000.0,32000.0,36500.0
風險_個金風險資本計提與備抵管理人員,中國信託商業銀行股份有限公司,銀行業,台北市南港區,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
兼職-實習生,奈捷生物科技股份有限公司,生化科技研發業,台北市南港區,經歷不拘,大學,時薪168元,168,26880.0,26880.0,26880.0
Camera軟體專案經理,聯發科技股份有限公司,半導體製造業,新竹市,8年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
(小港)品管工程師,旗勝科技股份有限公司,消費性電子產品製造業,高雄市小港區,經歷不拘,大學,"月薪33,000元以上",33000以上,33000.0,33000.0,33000.0
製造部-鑄銅設備助理工程師,旺詮股份有限公司,其他電子零組件相關業,高雄市楠梓區,2年以上,專科,"月薪30,000~35,000元",30000~35000,35000.0,30000.0,32500.0
營運PM（休閒類遊戲）,宇峻奧汀科技股份有限公司,電腦軟體服務業,新北市中和區,經歷不拘,專科,"月薪35,000~65,000元",35000~65000,65000.0,35000.0,50000.0
系統開發工程師(龍潭廠)R66,友達光電股份有限公司,光學器材製造業,桃園市龍潭區,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
門市儲備主管-高雄苓雅區,21風味館_二十一世紀生活事業股份有限公司,其他餐飲業,高雄市苓雅區,2年以上,高中,"月薪29,000~38,000元",29000~38000,38000.0,29000.0,33500.0
AI智能客服訓練師,台灣客服科技股份有限公司,其他電信及通訊相關業,新北市三重區,經歷不拘,專科,"月薪26,000~34,000元",26000~34000,34000.0,26000.0,30000.0
EF-遊戲數值企劃,智冠科技股份有限公司,網際網路相關業,台北市南港區,1年以上,大學,"月薪42,000~45,000元",42000~45000,45000.0,42000.0,43500.0
約聘資料分析師(T66駐點食藥署),關貿網路股份有限公司,電腦系統整合服務業,台北市南港區,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
大數據分析整合工程師,住華科技股份有限公司,光電產業,台南市善化區,經歷不拘,專科,"月薪32,000~69,000元",32000~69000,69000.0,32000.0,50500.0
GO後端工程師,匯陞資訊有限公司,電腦軟體服務業,台北市大安區,2年以上,專科,"月薪65,000~90,000元",65000~90000,90000.0,65000.0,77500.0
YFG-資料科學家,裕融企業股份有限公司,其他汽機車相關業,台北市大安區,1年以上,大學,"月薪45,000~60,000元",45000~60000,60000.0,45000.0,52500.0
客戶成功經理,台北神策諮詢顧問有限公司,電子通訊／電腦週邊批發業,台北市中山區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
門市儲備主管-台南市南區(新開店),21風味館_二十一世紀生活事業股份有限公司,其他餐飲業,台南市南區,2年以上,專科,"月薪29,000~38,000元",29000~38000,38000.0,29000.0,33500.0
助理工程師_(高雄/技術部),捷思環能股份有限公司,其他專業／科學及技術業,高雄市前鎮區,1年以上,專科,"月薪28,000~35,000元",28000~35000,35000.0,28000.0,31500.0
【PropTech數位人才招募】數位平台專案管理師,信義房屋股份有限公司,不動產經營業,台北市信義區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
營運總監特助,旭電馳科研股份有限公司,其他電子零組件相關業,台北市松山區,經歷不拘,大學,"月薪35,000~52,000元",35000~52000,52000.0,35000.0,43500.0
門市儲備主管-台北地區,21風味館_二十一世紀生活事業股份有限公司,其他餐飲業,台北市信義區,2年以上,專科,"月薪32,000~41,000元",32000~41000,41000.0,32000.0,36500.0
【護法總會專案秘書室】行銷企劃專員,財團法人法鼓山佛教基金會,宗教組織,台北市北投區,1年以上,大學,"月薪28,000~30,000元",28000~30000,30000.0,28000.0,29000.0
行銷企劃人員,玖天富科技股份有限公司,數位內容產業,台北市中山區,2年以上,高中,"月薪42,000元以上",42000以上,42000.0,42000.0,42000.0
商品企劃採購高級專員(具FMCG/零售業相關產業經驗佳),全國電子股份有限公司,電子通訊／電腦週邊零售業,新北市五股區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【業務專業】企業業務策略夥伴-台南★,亞太電信股份有限公司,電信相關業,台南市永康區,4年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
爬蟲工程師-AI,精藤股份有限公司,電腦系統整合服務業,台北市中山區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
品牌公關行銷,奧格股份有限公司,綜合商品批發代理業,台北市中正區,1年以上,大學,"月薪30,000~38,000元",30000~38000,38000.0,30000.0,34000.0
客戶成長顧問 (IMC),台北數位集團_台北數位廣告股份有限公司,多媒體相關業,台北市南港區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【稽核】數據分析人員,國泰世華商業銀行股份有限公司_人力資源部,銀行業,台北市信義區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
C03-教育訓練管理師,雄獅旅行社股份有限公司,旅遊服務業,台北市內湖區,3年以上,專科,"月薪30,000~40,000元",30000~40000,40000.0,30000.0,35000.0
企劃人員,舒寶實業有限公司,醫療器材製造業,台中市西屯區,2年以上,專科,"月薪30,000~35,000元",30000~35000,35000.0,30000.0,32500.0
【OSIM】行銷_ST通路企劃人員,OSIM_新加坡商傲勝全球股份有限公司台灣分公司,百貨相關業,新北市中和區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
3D列印行銷專員,實威國際股份有限公司,電腦軟體服務業,台北市內湖區,3年以上,大學,"月薪30,000~100,000元",30000~100000,100000.0,30000.0,65000.0
行銷企劃資深專員-保健品,歐菲爾有限公司,藥品／化妝品及清潔用品零售業,台北市松山區,2年以上,專科,"月薪38,000~46,000元",38000~46000,46000.0,38000.0,42000.0
Credit MIS 信用數據分析,瑞保網路科技股份有限公司,網際網路相關業,台北市松山區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
營業銷售部專員,台灣虎航股份有限公司,民航,台北市松山區,1年以上,大學,"月薪30,800元以上",30800以上,30800.0,30800.0,30800.0
數據分析開發工程師,台北富邦商業銀行股份有限公司,銀行業,台北市內湖區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
行政人員,財團法人中國佛教阿含宗基金會,政府／民意機關,新北市淡水區,經歷不拘,專科,"月薪26,500~28,000元",26500~28000,28000.0,26500.0,27250.0
品牌行銷專員,robinmay總公司_薇恩有限公司,綜合商品批發代理業,台北市中正區,經歷不拘,專科,"月薪30,000~42,000元",30000~42000,42000.0,30000.0,36000.0
品牌行銷與企劃專員,英霸聲學科技股份有限公司,消費性電子產品製造業,新北市中和區,經歷不拘,專科,"月薪32,000~50,000元",32000~50000,50000.0,32000.0,41000.0
MIS資訊工程師,憶聲電子股份有限公司,電腦及其週邊設備製造業,桃園市桃園區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
Product Control Officer-產品管理師,美商和諧國際有限公司台灣分公司,其它軟體及網路相關業,台北市中山區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
大數據資料分析師-智慧交通領域(IAD20),資拓宏宇國際股份有限公司,電腦軟體服務業,新北市板橋區,經歷不拘,大學,"月薪40,000元以上",40000以上,40000.0,40000.0,40000.0
實驗研究助理II,醫療財團法人好心肝基金會好心肝診所,診所,台北市中正區,1年以上,大學,"月薪33,700~38,600元",33700~38600,38600.0,33700.0,36150.0
"【迪卡儂新竹店】正職 - 運動賣場運動負責人 (儲備部門經理)  Sport Leader, Future Department Manager",DECATHLON法商迪卡儂_台灣迪卡儂有限公司,文教／育樂用品零售業,新竹市,1年以上,大學,"月薪32,000~50,000元",32000~50000,50000.0,32000.0,41000.0
研切測試工程師,亞太優勢微系統股份有限公司,其他半導體相關業,新竹市,1年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
業務經理,威源科技有限公司,醫療器材製造業,香港特別行政區,10年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
TOPPY資訊數據分析人員,TOPPY服飾_桃美股份有限公司,鞋類／布類／服飾品零售業,台北市南港區,5年以上,大學,"月薪40,000~50,000元",40000~50000,50000.0,40000.0,45000.0
Smart Factory 大數據分析 (Phd),台灣米高蒲志國際股份有限公司,人力仲介代徵,台北市信義區,經歷不拘,博士,待遇面議,40000~60000,40000.0,40000.0,40000.0
約聘資料分析師(T67駐點食藥署),關貿網路股份有限公司,電腦系統整合服務業,台北市南港區,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
行銷開發中心電商行銷專員/資深專員,中天電視股份有限公司,廣播電視節目供應業,台北市內湖區,2年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
節目企劃,華冠投顧_華冠證券投資顧問股份有限公司,證券及期貨業,台北市中正區,2年以上,專科,"月薪28,000~45,000元",28000~45000,45000.0,28000.0,36500.0
網站使用者體驗分析規劃師/UX Designer(內湖瑞光路),Advantech_研華股份有限公司,電腦系統整合服務業,台北市內湖區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
廣告投放專員_B04,FUNDAY_智擎數位科技股份有限公司,網際網路相關業,台北市中山區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
助理專員,寧茂企業股份有限公司,電力機械器材製造修配業,台中市西屯區,2年以上,專科,"月薪27,000~30,000元",27000~30000,30000.0,27000.0,28500.0
【未來親子】資深企劃製作,遠見天下文化出版股份有限公司,雜誌／期刊出版業,台北市中山區,2年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
KANGOL電子商務主管,KANGOL_華龍國際股份有限公司,綜合商品批發代理業,新北市中和區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
品牌國內業務專員,美德向邦股份有限公司,其他紡織製品製造業,台北市信義區,3年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
BI工程師,台南企業股份有限公司,紡織成衣業,台北市中正區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
[營運作業] 無擔產品專業人員,國泰世華商業銀行股份有限公司_人力資源部,銀行業,台北市信義區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
門市營運督導(可視訊面試)【備宿舍】,岱妮蠶絲股份有限公司,鞋類／布類／服飾品零售業,新北市三重區,5年以上,專科,"月薪35,000~60,000元",35000~60000,60000.0,35000.0,47500.0
數位支付專案經理(數位支付處) ,大車隊生活科技集團_台灣智慧生活網股份有限公司,數位內容產業,新北市三重區,2年以上,學歷不拘,待遇面議,40000~60000,40000.0,40000.0,40000.0
保養香氛SABON電子商務營運主管,英屬維京群島商華敦國際有限公司台灣分公司,綜合商品批發代理業,台北市松山區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
研發工程師(新竹/台北),聯合骨科器材股份有限公司,生化科技研發業,新竹市,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
G.PwC Taiwan 海外徵才(電腦審計/數據分析/風險管理),資誠聯合會計師事務所,會計服務業,台北市信義區,經歷不拘,大學,"月薪34,000~40,000元",34000~40000,40000.0,34000.0,37000.0
Sea Group - Finance Business Analyst ( Finance automation ),Garena_新加坡商競舞電競有限公司臺灣分公司,網際網路相關業,台北市信義區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
電商營運專員,好德實業有限公司,電子通訊／電腦週邊批發業,台北市內湖區,經歷不拘,專科,"月薪30,000~35,000元",30000~35000,35000.0,30000.0,32500.0
副理_洗淨部洗淨生產課,弘潔科技股份有限公司,其他半導體相關業,新竹縣湖口鄉,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
業務 (熟悉FMCG),台聚集團_台聚管理顧問股份有限公司,化學原料製造業,台北市內湖區,經歷不拘,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
電商數位行銷專案PM,中華電信關係企業_神腦國際企業股份有限公司,電子通訊／電腦週邊零售業,新北市新店區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
《總公司》稽核人員,遠東百貨股份有限公司,百貨相關業,新北市板橋區,2年以上,大學,"月薪32,500元以上",32500以上,32500.0,32500.0,32500.0
Sea Group - 財務數據自動化分析師,Garena_新加坡商競舞電競有限公司臺灣分公司,網際網路相關業,台北市信義區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
測試工程師,上銀科技股份有限公司,專用生產機械製造修配業,台中市南屯區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
TA 台北廠 食品研發專員,統一超食代股份有限公司,其他食品製造業,新北市土城區,經歷不拘,大學,"月薪35,190~41,000元",35190~41000,41000.0,35190.0,38095.0
5G系統整合應用及專案工程師(000363),台灣松下電器股份有限公司,消費性電子產品製造業,新北市中和區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
營運行銷企劃專員/主管【總公司】,直航聯合有限公司,運輸工具設備租賃業,高雄市岡山區,3年以上,大學,"月薪33,000~60,000元",33000~60000,60000.0,33000.0,46500.0
資料科學家,開元食品工業股份有限公司,其他食品製造業,台北市內湖區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
平台產品經理-台北,力新國際科技股份有限公司,電腦軟體服務業,台北市內湖區,3年以上,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
D467 用戶行為分析人員 (可遠端工作),台灣大哥大股份有限公司,電信相關業,台北市信義區,2年以上,學歷不拘,"月薪31,000~53,000元",31000~53000,53000.0,31000.0,42000.0
企業關係發展部組長,財團法人台灣世界展望會,社會福利服務業,台北市文山區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
軟體開發/工程師,福寶科技股份有限公司,醫療器材製造業,新竹市,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
投資人關係專員/主管,上銀科技股份有限公司,專用生產機械製造修配業,台中市南屯區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
經營管理分析人員,民盛應用企業股份有限公司,育樂用品製造業,台北市內湖區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
網站優化行銷專員,得億國際有限公司,汽機車及其零配件用品／批發業,新北市新莊區,經歷不拘,專科,"月薪32,000~45,000元",32000~45000,45000.0,32000.0,38500.0
E153 電信網路工程師(可遠端工作),台灣大哥大股份有限公司,電信相關業,台北市內湖區,經歷不拘,學歷不拘,"月薪31,000~46,000元",31000~46000,46000.0,31000.0,38500.0
電商行銷主管(電商平台),牛爾NARUKO_塞席爾商美之本國際有限公司台灣分公司,藥品／化妝品及清潔用品零售業,台北市內湖區,4年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
業務助理（上班地點：外埔）,鋐光實業股份有限公司,汽機車及其零配件／用品零售業,台中市外埔區,2年以上,專科,"月薪27,000~30,000元",27000~30000,30000.0,27000.0,28500.0
研發替代役(化工與化學系相關),李長榮化學工業股份有限公司,化學原料製造業,高雄市楠梓區,經歷不拘,博士,待遇面議,40000~60000,40000.0,40000.0,40000.0
數位行銷人員(電子商務部),國票綜合證券股份有限公司,證券及期貨業,台北市中山區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
網路廣告行銷企劃,統一數網股份有限公司,網際網路相關業,台北市大安區,2年以上,大學,"月薪30,000~45,000元",30000~45000,45000.0,30000.0,37500.0
CHIC-數位廣告優化師,優朋國際股份有限公司,電信相關業,台北市信義區,1年以上,專科,"月薪36,000~40,000元",36000~40000,40000.0,36000.0,38000.0
總院 院長室 行政組管理師,國泰醫療財團法人國泰綜合醫院,醫院,台北市大安區,經歷不拘,碩士,"月薪39,000元",39000,39000.0,39000.0,39000.0
保健食品處會員顧客經營主管,福又達生物科技股份有限公司,藥品／化妝品及清潔用品批發業,台北市內湖區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
台北-經營分析主管,榮成紙業股份有限公司,紙相關製造業,台北市松山區,10年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【台灣優格】網購、電子商務 儲備幹部,台灣優格食品股份有限公司,糖果點心製造業,彰化縣線西鄉,1年以上,學歷不拘,"月薪27,000元以上",27000以上,27000.0,27000.0,27000.0
門市營運督導【備宿舍】(疫情期間可先視訊面試),上禾紡織有限公司,紡織成衣業,新北市三重區,5年以上,專科,"月薪35,000~60,000元",35000~60000,60000.0,35000.0,47500.0
(院本部)網路數據分析實驗室_專案研究人員（台南）,財團法人國家實驗研究院,政府／民意機關,台南市歸仁區,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
門市儲備主管-高雄前鎮區,21風味館_二十一世紀生活事業股份有限公司,其他餐飲業,高雄市前鎮區,2年以上,高中,"月薪29,000~38,000元",29000~38000,38000.0,29000.0,33500.0
【總經理室】高級專員(產業及財務分析),嘉裕股份有限公司,服飾品製造業,台北市大安區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
"NQ-品保/可靠度工程師(ORT)｜享自我推薦獎金6,000元",鴻佰科技股份有限公司,電腦及其週邊設備製造業,桃園市蘆竹區,2年以上,專科,"月薪35,000~65,000元",35000~65000,65000.0,35000.0,50000.0
判決資料工程師(Data Engineer),雪谷南榕法律事務所,法律服務業,台中市北屯區,1年以上,大學,"月薪40,000~66,000元",40000~66000,66000.0,40000.0,53000.0
總經理特別助理,菁華工業股份有限公司,紡織成衣業,台北市內湖區,5年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
成本獲利管理優化顧問,勤業眾信聯合會計師事務所,會計服務業,台北市信義區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
成本獲利管理優化顧問,勤業眾信聯合會計師事務所,會計服務業,台北市信義區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
【總公司】程式設計師,六角國際事業股份有限公司,餐館業,新竹縣竹北市,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
市場開發專員,唯盛資訊有限公司,電子通訊／電腦週邊零售業,台中市北區,經歷不拘,專科,"月薪30,000~36,000元",30000~36000,36000.0,30000.0,33000.0
電商營運主管/儲備主管(台北),竣百有限公司,農／畜／水產品批發業,新北市五股區,3年以上,學歷不拘,"月薪45,000~55,000元",45000~55000,55000.0,45000.0,50000.0
LA2402-招募任用高級管理師-湖口區,頎邦科技股份有限公司,半導體製造業,新竹市,1年以上,大學,"月薪35,000~55,000元",35000~55000,55000.0,35000.0,45000.0
[行政]企劃處/經營分析專員,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,醫院,新北市板橋區,經歷不拘,碩士,待遇面議,40000~60000,40000.0,40000.0,40000.0
資訊部資訊管理課-專案管理師,長汎旅行社股份有限公司,旅遊服務業,台北市中山區,1年以上,專科,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
(院本部)網路數據分析實驗室_專案工程人員（台北）,財團法人國家實驗研究院,政府／民意機關,台北市大安區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
D171 資深通路績效分析人員,台灣大哥大股份有限公司,電信相關業,台北市信義區,7年以上,學歷不拘,待遇面議,40000~60000,40000.0,40000.0,40000.0
旺旺中時媒體集團_(CTI) 電商專員/資深專員,旺旺中時媒體集團_工商財經數位股份有限公司,電視業,台北市內湖區,2年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
特別助理/財務分析/人力資源,品元企業股份有限公司,其他金屬相關製造業,新北市新莊區,經歷不拘,大學,"月薪32,000~40,000元",32000~40000,40000.0,32000.0,36000.0
Technical head 研發主管,創造智能科技股份有限公司,網際網路相關業,台北市內湖區,10年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
RF測試工程師,倍科檢驗科技有限公司,檢測技術服務,桃園市龜山區,3年以上,大學,"月薪30,000~40,000元",30000~40000,40000.0,30000.0,35000.0
C 財管中心-投資人關係專員(IR)(台北),智冠科技股份有限公司,網際網路相關業,台北市南港區,2年以上,專科,"月薪40,000~65,000元",40000~65000,65000.0,40000.0,52500.0
行銷社群實習生(2022年下半年度),UNICORN_獨角獸股份有限公司,藥品／化妝品及清潔用品零售業,台北市信義區,經歷不拘,大學,時薪170元,170,27200.0,27200.0,27200.0
Senior HR Specialist / Supervisor 資深招募專員 - H19,德商foodpanda台灣總部_富胖達股份有限公司,電腦系統整合服務業,台北市大安區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
"【DNA, Data & AI】Data Scientist & AI Engineer_資料科學家 & AI工程師",雲馥數位股份有限公司,網際網路相關業,新北市三重區,1年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
PHP後端工程師,匯陞資訊有限公司,電腦軟體服務業,台北市大安區,2年以上,專科,"月薪55,000~80,000元",55000~80000,80000.0,55000.0,67500.0
數據工程師,喬美國際網路股份有限公司,網際網路相關業,台北市南港區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
會員行銷(資深)專員-會員經營部,OB嚴選_橘熊科技股份有限公司,網際網路相關業,台北市南港區,2年以上,專科,待遇面議,40000~60000,40000.0,40000.0,40000.0
凱撒飯店連鎖-凱撒商城 社群經營專員(社群編輯、小編),宏國關係事業_宏國開發股份有限公司,不動產經營業,台北市萬華區,1年以上,專科,"月薪35,000元以上",35000以上,35000.0,35000.0,35000.0
智慧物流系統工程師,迅得機械股份有限公司,電力機械器材製造修配業,桃園市中壢區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
營銷處經理,元進莊企業股份有限公司,其他食品製造業,雲林縣元長鄉,10年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
網路社群行銷,華美航運股份有限公司,儲配／運輸物流業,台北市內湖區,3年以上,專科,"月薪32,000~37,000元",32000~37000,37000.0,32000.0,34500.0
G116 電腦稽核人員(可遠端工作),台灣大哥大股份有限公司,電信相關業,台北市信義區,3年以上,大學,"月薪31,000~53,000元",31000~53000,53000.0,31000.0,42000.0
【貳樓餐飲集團】品牌部_電商營運資深專員,貳樓餐飲股份有限公司,餐館業,台北市中正區,3年以上,大學,"月薪33,000~45,000元",33000~45000,45000.0,33000.0,39000.0
QC_供應商管理工程師(土城頂埔廠),大瓏企業股份有限公司,醫療器材製造業,新北市土城區,3年以上,大學,"月薪34,000~60,000元",34000~60000,60000.0,34000.0,47000.0
【IT】AI 智慧製造經理,日月光半導體製造股份有限公司中壢分公司,半導體製造業,桃園市中壢區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
行銷企劃人員,遠東巨城購物中心股份有限公司,百貨相關業,新竹市,1年以上,大學,"月薪29,500~40,000元",29500~40000,40000.0,29500.0,34750.0
網路行銷儲備幹部(總公司),維康醫療用品 _美德耐股份有限公司,藥品／化妝品及清潔用品零售業,台北市大安區,3年以上,專科,"月薪37,000~48,000元",37000~48000,48000.0,37000.0,42500.0
【台中新時代購物中心_商場】行銷經理 / 副理,大魯閣實業股份有限公司,百貨相關業,台中市東區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
D42稽核主管,達麗建設事業股份有限公司,建築工程業,台北市中山區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
軟體開發工程師,永進機械工業股份有限公司,專用生產機械製造修配業,台中市神岡區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
Presales Manager/Technical Business Development Manager 售前技術經理,景承科技股份有限公司,電腦軟體服務業,台北市信義區,3年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
專案管理師,英威康科技股份有限公司,電腦軟體服務業,桃園市中壢區,1年以上,大學,"月薪35,000~45,000元",35000~45000,45000.0,35000.0,40000.0
薪酬高級管理師_汐止_20353,緯創資通股份有限公司,電腦及其週邊設備製造業,新北市汐止區,1年以上,大學,"月薪30,000~60,000元",30000~60000,60000.0,30000.0,45000.0
業務專員,臨界數位股份有限公司,電腦軟體服務業,台中市西屯區,1年以上,大學,"月薪27,000~35,000元",27000~35000,35000.0,27000.0,31000.0
行銷企劃主管(高雄市) ,法國巴黎蜜達絲醫美生醫(台灣)_蜜達絲生技有限公司,化妝品製造業,高雄市前金區,經歷不拘,高中,"月薪60,000~100,000元",60000~100000,100000.0,60000.0,80000.0
《高雄》電子行銷人員,遠東百貨股份有限公司,百貨相關業,高雄市苓雅區,1年以上,大學,"月薪32,500~35,000元",32500~35000,35000.0,32500.0,33750.0
資深專案執行(SAE),歐米爾網路科技股份有限公司,網際網路相關業,台北市內湖區,1年以上,大學,"月薪35,000~42,000元",35000~42000,42000.0,35000.0,38500.0
*行銷資深主任/行銷副理(淨飲水機),coway_格威股份有限公司,家庭電器／設備及用品零售業,台北市內湖區,5年以上,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
(研發類)生化技術員-FA,華廣生技股份有限公司,醫療器材製造業,台中市南區,經歷不拘,專科,"月薪28,000~30,000元",28000~30000,30000.0,28000.0,29000.0
(研發類)生化技術員-BSS,華廣生技股份有限公司,醫療器材製造業,台中市南區,經歷不拘,專科,"月薪28,000~30,000元",28000~30000,30000.0,28000.0,29000.0
"高雄軟體園區- 演算法工程師 (可視訊面試) ｜享推薦獎金6,000-10000元",鴻佰科技股份有限公司,電腦及其週邊設備製造業,高雄市前鎮區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
MSTC_U_數據分析計時工讀生,盟創科技股份有限公司(合勤企業集團),通訊機械器材相關業,新竹市,經歷不拘,大學,時薪200元,200,32000.0,32000.0,32000.0
"Associate(Senior Associate), Operation - Regional Team",Garena_新加坡商競舞電競有限公司臺灣分公司,網際網路相關業,台北市信義區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
業務助理(高雄鳳山),八方雲集國際股份有限公司,餐館業,高雄市鳳山區,經歷不拘,專科,"月薪30,000~35,000元",30000~35000,35000.0,30000.0,32500.0
系統軟體開發工程師,迅得機械股份有限公司,電力機械器材製造修配業,桃園市中壢區,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
網路社群小編,新巨企業股份有限公司,電腦及其週邊設備製造業,新北市新店區,1年以上,專科,"月薪25,250~30,000元",25250~30000,30000.0,25250.0,27625.0
軟體開發/工程師__適用居家辦公方案,福寶科技股份有限公司,醫療器材製造業,新竹市,經歷不拘,大學,待遇面議,40000~60000,40000.0,40000.0,40000.0
